Time,Latitude,Longitude,Depth(km),Magnitude,Location
2022-06-15T22:17:29.928Z,-22.85,-179.19,527.87,4.4,south of the Fiji Islands
2022-06-15T22:04:48.500Z,56.12,-148.61,16.24,2.8,"278 km SE of Chiniak, Alaska"
2022-06-15T21:54:33.450Z,18.6,-65.06,31.0,3.53,"32 km NNW of Charlotte Amalie, U.S. Virgin Islands"
2022-06-15T20:58:12.558Z,26.6,54.24,10.0,4.3,"22 km ENE of K?sh, Iran"
2022-06-15T20:18:09.868Z,52.28,-173.24,165.66,3.9,"66 km E of Atka, Alaska"
2022-06-15T19:36:54.350Z,19.16,-155.49,35.96,3.28,"4 km SSW of P?hala, Hawaii"
2022-06-15T19:13:52.053Z,-8.47,121.36,200.68,4.4,"53 km NW of Ende, Indonesia"
2022-06-15T19:11:46.505Z,51.66,176.97,73.32,3.5,"290 km ESE of Attu Station, Alaska"
2022-06-15T18:23:07.713Z,26.72,54.22,10.0,4.0,"26 km NE of K?sh, Iran"
2022-06-15T18:07:50.679Z,26.54,54.22,10.0,4.0,"20 km E of K?sh, Iran"
2022-06-15T17:08:57.158Z,18.23,-81.77,10.0,4.2,"124 km SSW of George Town, Cayman Islands"
2022-06-15T15:51:41.560Z,19.14,-155.48,33.27,2.65,"6 km S of P?hala, Hawaii"
2022-06-15T15:37:33.250Z,19.31,-65.13,56.0,3.93,"109 km N of Charlotte Amalie, U.S. Virgin Islands"
2022-06-15T15:22:00.856Z,56.52,-148.92,10.0,2.9,"236 km ESE of Chiniak, Alaska"
2022-06-15T14:32:13.900Z,26.47,54.24,10.0,4.1,"24 km ESE of K?sh, Iran"
2022-06-15T14:26:17.374Z,26.68,54.2,10.0,4.4,"22 km NE of K?sh, Iran"
2022-06-15T14:23:13.867Z,60.08,-140.17,5.5,2.5,"64 km NNW of Yakutat, Alaska"
2022-06-15T14:08:22.492Z,50.06,-28.9,10.0,4.5,northern Mid-Atlantic Ridge
2022-06-15T14:01:26.819Z,44.44,-130.26,10.0,4.2,off the coast of Oregon
2022-06-15T13:57:10.106Z,44.66,-129.54,10.0,3.8,off the coast of Oregon
2022-06-15T13:38:53.891Z,20.14,145.64,81.35,4.4,"Maug Islands region, Northern Mariana Islands"
2022-06-15T13:25:24.468Z,44.53,-129.97,10.0,4.1,off the coast of Oregon
2022-06-15T13:18:41.414Z,44.51,-130.15,10.0,4.4,off the coast of Oregon
2022-06-15T13:16:41.072Z,26.64,54.25,10.0,4.4,"24 km ENE of K?sh, Iran"
2022-06-15T13:00:12.060Z,44.47,-129.73,10.0,3.9,off the coast of Oregon
2022-06-15T12:35:56.669Z,2.83,128.18,170.05,4.0,"123 km N of Tobelo, Indonesia"
2022-06-15T12:35:43.398Z,3.89,-31.5,10.0,4.5,central Mid-Atlantic Ridge
2022-06-15T11:56:33.191Z,44.54,-130.11,10.0,5.6,off the coast of Oregon
2022-06-15T11:53:01.310Z,44.48,-129.98,10.0,4.0,off the coast of Oregon
2022-06-15T11:51:46.035Z,44.58,-130.13,10.0,4.2,off the coast of Oregon
2022-06-15T11:50:32.167Z,26.57,54.14,10.0,4.4,"12 km E of K?sh, Iran"
2022-06-15T11:31:54.856Z,-7.8,104.83,10.0,4.4,"191 km SW of Labuan, Indonesia"
2022-06-15T11:25:52.697Z,-6.38,155.71,10.0,4.2,"19 km SSE of Kieta, Papua New Guinea"
2022-06-15T11:22:33.293Z,0.46,123.54,250.56,4.2,"53 km E of Gorontalo, Indonesia"
2022-06-15T10:53:39.340Z,-17.49,-174.29,146.92,4.4,"132 km NNW of Neiafu, Tonga"
2022-06-15T10:35:08.906Z,54.04,-162.92,15.05,2.6,"95 km SSE of False Pass, Alaska"
2022-06-15T10:34:24.905Z,51.49,-176.33,39.41,2.7,"47 km SSE of Adak, Alaska"
2022-06-15T10:08:19.211Z,44.75,-129.91,10.0,3.8,off the coast of Oregon
2022-06-15T09:54:08.280Z,44.59,-129.62,10.0,3.8,off the coast of Oregon
2022-06-15T09:45:05.456Z,32.21,-103.1,4.35,2.5,"13 km NE of Jal, New Mexico"
2022-06-15T09:37:48.555Z,26.52,54.11,10.0,4.1,"9 km ESE of K?sh, Iran"
2022-06-15T08:18:07.708Z,52.01,-175.72,117.57,3.2,"65 km ENE of Adak, Alaska"
2022-06-15T07:26:54.047Z,32.82,-100.94,3.79,2.5,"11 km NNW of Snyder, Texas"
2022-06-15T07:26:53.927Z,32.82,-100.94,5.89,2.5,"12 km N of Snyder, Texas"
2022-06-15T07:24:46.681Z,-55.74,147.29,10.0,4.5,west of Macquarie Island
2022-06-15T07:14:53.287Z,32.83,-100.93,3.84,3.1,western Texas
2022-06-15T06:48:54.084Z,26.65,54.24,10.0,4.9,"24 km ENE of K?sh, Iran"
2022-06-15T06:23:47.925Z,31.66,-104.52,7.49,2.7,"58 km SSW of Whites City, New Mexico"
2022-06-15T06:22:04.590Z,18.16,-67.26,22.32,2.69,"12 km NW of Puerto Real, Puerto Rico"
2022-06-15T06:15:41.766Z,26.67,54.22,10.0,4.5,"23 km ENE of K?sh, Iran"
2022-06-15T06:06:02.539Z,26.68,54.21,9.0,5.5,"23 km NE of K?sh, Iran"
2022-06-15T06:04:39.473Z,26.65,54.17,10.0,4.6,"18 km NE of K?sh, Iran"
2022-06-15T05:59:21.893Z,26.63,54.24,10.0,4.5,"22 km ENE of K?sh, Iran"
2022-06-15T05:57:46.967Z,-10.5,161.4,50.35,4.6,"57 km W of Kirakira, Solomon Islands"
2022-06-15T05:55:01.307Z,26.57,54.17,10.0,4.8,"15 km E of K?sh, Iran"
2022-06-15T03:43:37.472Z,58.33,-153.74,57.7,3.2,"57 km WNW of Aleneva, Alaska"
2022-06-15T03:23:31.243Z,-27.89,26.73,5.0,4.6,"6 km SSW of Kutloanong, South Africa"
2022-06-15T02:18:33.050Z,35.99,-117.41,0.72,3.24,"24km N of Searles Valley, CA"
2022-06-15T02:16:40.640Z,18.21,-66.76,97.61,2.71,"6 km NW of Adjuntas, Puerto Rico"
2022-06-15T02:08:02.164Z,-20.41,-69.05,105.17,4.2,"116 km E of Iquique, Chile"
2022-06-15T02:00:36.554Z,-24.09,-179.89,511.72,4.3,south of the Fiji Islands
2022-06-15T01:05:12.858Z,51.5,-175.01,35.0,2.8,"95 km SW of Atka, Alaska"
2022-06-15T00:47:38.490Z,19.19,-155.41,33.4,2.54,"7 km E of P?hala, Hawaii"
2022-06-15T00:33:15.536Z,-17.96,-178.36,579.54,4.1,"246 km E of Levuka, Fiji"
2022-06-15T00:06:28.385Z,52.77,-168.22,39.57,2.7,"47 km ESE of Nikolski, Alaska"
2022-06-14T23:33:41.700Z,17.92,-66.78,6.97,3.2,"9 km SSE of Indios, Puerto Rico"
2022-06-14T23:03:58.790Z,19.01,-68.83,10.0,4.11,"22 km E of Miches, Dominican Republic"
2022-06-14T22:52:46.681Z,-22.04,-67.24,174.94,4.6,"138 km NE of San Pedro de Atacama, Chile"
2022-06-14T22:17:39.058Z,-17.86,-174.46,77.62,4.6,"101 km NNW of Neiafu, Tonga"
2022-06-14T21:46:01.080Z,-22.11,-175.82,83.93,4.6,"121 km SSW of Vaini, Tonga"
2022-06-14T21:28:46.766Z,-49.19,124.88,10.0,4.3,western Indian-Antarctic Ridge
2022-06-14T20:34:41.278Z,5.85,126.83,78.92,4.0,"91 km SE of Pondaguitan, Philippines"
2022-06-14T19:32:31.994Z,-19.88,-177.69,519.5,4.1,"293 km WNW of Haveluloto, Tonga"
2022-06-14T19:23:16.561Z,14.37,144.33,10.0,4.8,"107 km NNW of Asan-Maina Village, Guam"
2022-06-14T18:20:32.150Z,51.89,178.28,125.42,2.8,"Rat Islands, Aleutian Islands, Alaska"
2022-06-14T18:14:18.623Z,5.12,123.96,498.67,4.1,"117 km SSW of Maitum, Philippines"
2022-06-14T18:07:04.950Z,14.08,144.62,182.72,4.0,"66 km NNW of Dededo Village, Guam"
2022-06-14T17:54:08.683Z,18.91,-155.26,10.0,2.5,"38 km ESE of Naalehu, Hawaii"
2022-06-14T16:58:22.405Z,51.69,-172.6,22.62,2.9,"123 km ESE of Atka, Alaska"
2022-06-14T16:47:42.748Z,-12.73,169.64,640.33,4.0,"259 km ENE of Sola, Vanuatu"
2022-06-14T16:33:46.745Z,38.53,142.02,59.23,4.4,"64 km E of Ishinomaki, Japan"
2022-06-14T16:26:43.224Z,59.01,-150.51,14.8,2.5,"76 km SSE of Halibut Cove, Alaska"
2022-06-14T16:10:24.271Z,29.83,139.07,426.62,4.2,"Izu Islands, Japan region"
2022-06-14T15:44:46.908Z,-30.09,-177.47,16.0,4.7,"Kermadec Islands, New Zealand"
2022-06-14T15:43:02.547Z,63.15,-149.68,86.3,4.0,"45 km SW of Cantwell, Alaska"
2022-06-14T15:30:20.354Z,36.67,49.78,10.0,4.6,Northern Iran
2022-06-14T15:17:55.682Z,-17.93,-178.22,590.65,4.4,"261 km E of Levuka, Fiji"
2022-06-14T15:15:25.601Z,-18.02,-177.95,614.7,4.2,"289 km E of Levuka, Fiji"
2022-06-14T15:10:14.021Z,-30.04,-177.64,35.0,4.4,"Kermadec Islands, New Zealand"
2022-06-14T14:58:53.300Z,33.74,-119.15,1.04,2.75,"31km NNW of Santa Barbara Is., CA"
2022-06-14T14:48:27.431Z,36.58,71.03,219.13,3.9,"35 km SSE of Jurm, Afghanistan"
2022-06-14T14:37:41.094Z,10.95,-86.87,10.0,4.5,"99 km SSW of Masachapa, Nicaragua"
2022-06-14T14:36:42.228Z,-7.06,129.66,129.81,4.4,"Kepulauan Babar, Indonesia"
2022-06-14T14:13:42.852Z,61.42,-150.61,55.7,2.7,"15 km SSW of Susitna, Alaska"
2022-06-14T14:09:43.093Z,26.57,54.17,10.0,4.7,"15 km E of K?sh, Iran"
2022-06-14T14:05:04.393Z,53.35,-163.89,5.44,4.2,"152 km SE of Akutan, Alaska"
2022-06-14T13:44:29.920Z,27.73,55.98,10.0,4.4,"66 km NNW of Bandar Abbas, Iran"
2022-06-14T13:40:55.389Z,52.5,-173.37,239.51,2.8,"65 km ENE of Atka, Alaska"
2022-06-14T13:26:57.769Z,-11.99,166.53,59.04,4.3,"161 km SSE of Lata, Solomon Islands"
2022-06-14T13:23:04.043Z,-13.79,167.04,79.77,4.4,"55 km W of Sola, Vanuatu"
2022-06-14T13:09:15.888Z,14.54,144.6,18.51,4.5,"115 km NNW of Yigo Village, Guam"
2022-06-14T13:08:58.641Z,46.87,-27.2,10.0,4.4,northern Mid-Atlantic Ridge
2022-06-14T12:50:24.901Z,-19.62,-69.01,128.19,4.5,"136 km ENE of Iquique, Chile"
2022-06-14T12:49:37.739Z,-14.77,167.52,156.76,4.3,Vanuatu
2022-06-14T12:33:50.138Z,-3.32,136.23,67.2,4.2,"81 km E of Nabire, Indonesia"
2022-06-14T12:33:43.589Z,52.85,-163.78,10.0,2.7,"194 km SE of Akutan, Alaska"
2022-06-14T12:21:02.310Z,18.03,-66.78,15.98,2.54,"1 km NE of Guayanilla, Puerto Rico"
2022-06-14T12:18:26.622Z,-7.49,128.66,153.75,4.2,"216 km ENE of Lospalos, Timor Leste"
2022-06-14T12:15:50.174Z,30.17,142.69,10.0,4.3,"Izu Islands, Japan region"
2022-06-14T12:11:22.976Z,-10.74,164.96,10.0,4.3,"91 km W of Lata, Solomon Islands"
2022-06-14T12:08:32.897Z,41.11,141.49,80.02,4.2,"30 km SE of Mutsu, Japan"
2022-06-14T11:56:14.588Z,-7.75,-13.72,10.0,4.8,"79 km ENE of Georgetown, Saint Helena"
2022-06-14T11:18:43.403Z,-3.76,151.36,10.0,4.2,"101 km WNW of Rabaul, Papua New Guinea"
2022-06-14T11:08:10.410Z,-10.37,164.37,10.0,4.5,"161 km WNW of Lata, Solomon Islands"
2022-06-14T10:36:45.954Z,58.64,-154.16,91.8,2.7,"95 km SSE of Kokhanok, Alaska"
2022-06-14T10:26:07.040Z,-5.7,146.73,85.36,4.5,"115 km NE of Kainantu, Papua New Guinea"
2022-06-14T10:11:10.177Z,32.39,101.64,10.0,4.6,"266 km N of Kangding, China"
2022-06-14T09:48:29.965Z,60.16,-152.41,96.6,2.5,"42 km WNW of Ninilchik, Alaska"
2022-06-14T09:09:32.433Z,-5.49,147.08,189.12,5.6,"136 km N of Lae, Papua New Guinea"
2022-06-14T07:59:22.549Z,31.72,-104.52,5.36,2.8,western Texas
2022-06-14T07:35:44.604Z,36.48,71.17,208.81,4.9,"39 km SW of Ashk?sham, Afghanistan"
2022-06-14T07:25:46.762Z,-9.07,159.68,155.12,4.8,"50 km NW of Honiara, Solomon Islands"
2022-06-14T06:29:43.699Z,52.14,-171.18,58.49,3.7,"180 km WSW of Nikolski, Alaska"
2022-06-14T05:23:37.928Z,-7.32,125.83,487.13,4.6,"133 km N of Manatutu, Timor Leste"
2022-06-14T04:59:24.587Z,57.63,-154.91,74.6,2.5,"28 km WNW of Karluk, Alaska"
2022-06-14T04:44:47.568Z,-8.04,123.05,233.98,4.2,"111 km NE of Maumere, Indonesia"
2022-06-14T04:36:34.170Z,55.95,-160.35,148.6,2.5,"53 km E of Nelson Lagoon, Alaska"
2022-06-14T03:58:47.046Z,51.07,178.46,35.0,2.5,"Rat Islands, Aleutian Islands, Alaska"
2022-06-14T03:57:23.370Z,-4.91,129.55,167.83,4.2,"187 km SSE of Amahai, Indonesia"
2022-06-14T03:54:45.818Z,-10.4,110.38,10.0,4.1,"270 km S of Pundong, Indonesia"
2022-06-14T03:52:05.178Z,-10.25,110.36,10.0,4.4,"254 km S of Pundong, Indonesia"
2022-06-14T02:52:06.402Z,52.64,-171.32,78.68,2.8,"169 km WSW of Nikolski, Alaska"
2022-06-14T02:43:27.256Z,54.62,-159.64,30.54,3.1,"96 km SE of Sand Point, Alaska"
2022-06-14T02:41:08.777Z,32.01,-103.82,9.58,2.9,"33 km SE of Malaga, New Mexico"
2022-06-14T02:38:40.155Z,14.97,53.74,10.0,4.6,"216 km SE of Al Ghayz?ah, Yemen"
2022-06-14T02:24:07.441Z,2.87,128.91,10.0,4.4,"161 km NE of Tobelo, Indonesia"
2022-06-14T02:17:49.692Z,33.3,142.25,10.0,4.5,"271 km SE of Katsuura, Japan"
2022-06-14T02:16:21.275Z,31.68,-104.42,6.05,2.8,"54 km S of Whites City, New Mexico"
2022-06-14T02:04:05.999Z,56.23,-148.62,16.7,2.8,"271 km SE of Chiniak, Alaska"
2022-06-14T01:29:14.748Z,-7.68,-13.57,10.0,4.5,"96 km ENE of Georgetown, Saint Helena"
2022-06-14T01:25:43.988Z,56.2,-148.54,10.0,3.3,"277 km SE of Chiniak, Alaska"
2022-06-14T01:10:35.495Z,50.99,-179.8,10.0,2.6,"241 km WSW of Adak, Alaska"
2022-06-14T01:01:28.816Z,56.28,-148.57,10.0,3.1,"270 km SE of Chiniak, Alaska"
2022-06-14T00:18:21.743Z,-7.76,-13.59,10.0,4.9,"92 km ENE of Georgetown, Saint Helena"
2022-06-14T00:17:24.679Z,-23.78,-66.97,225.3,4.3,"81 km NW of San Antonio de los Cobres, Argentina"
2022-06-14T00:17:07.430Z,-7.68,-13.69,10.0,4.7,"84 km ENE of Georgetown, Saint Helena"
2022-06-14T00:15:15.900Z,18.02,-66.86,19.19,2.52,"1 km ENE of Palomas, Puerto Rico"
2022-06-14T00:06:28.027Z,50.65,-173.31,10.0,2.8,"182 km SSE of Atka, Alaska"
2022-06-13T23:22:06.773Z,-22.27,-179.6,587.56,4.3,south of the Fiji Islands
2022-06-13T23:20:24.173Z,-7.74,-13.57,10.0,5.0,"95 km ENE of Georgetown, Saint Helena"
2022-06-13T21:29:43.484Z,-29.66,-69.58,114.01,4.3,"103 km NW of San José de Jáchal, Argentina"
2022-06-13T21:29:00.007Z,40.63,-109.48,0.0,3.3,"19 km NNE of Maeser, Utah"
2022-06-13T20:57:19.167Z,-7.77,-13.59,10.0,5.2,Ascension Island region
2022-06-13T20:50:57.609Z,57.21,-136.28,11.1,3.4,"59 km WNW of Sitka, Alaska"
2022-06-13T20:48:03.650Z,54.43,-162.27,35.0,3.6,"70 km S of King Cove, Alaska"
2022-06-13T19:36:35.770Z,40.48,-122.03,9.39,2.58,"12km W of Shingletown, CA"
2022-06-13T19:32:29.259Z,-7.73,-13.71,10.0,4.6,"80 km ENE of Georgetown, Saint Helena"
2022-06-13T19:08:22.338Z,-6.06,147.5,65.35,4.4,"eastern New Guinea region, Papua New Guinea"
2022-06-13T18:09:54.132Z,-45.98,35.14,10.0,4.9,Prince Edward Islands region
2022-06-13T17:56:04.463Z,36.54,70.85,201.87,4.2,"35 km S of Jurm, Afghanistan"
2022-06-13T17:45:19.264Z,12.98,-88.86,62.13,4.0,"47 km SW of Puerto El Triunfo, El Salvador"
2022-06-13T17:34:43.012Z,50.92,-129.94,10.0,4.6,"204 km W of Port McNeill, Canada"
2022-06-13T17:26:55.965Z,-15.39,167.8,225.9,4.9,"69 km ENE of Luganville, Vanuatu"
2022-06-13T16:42:20.420Z,17.98,-66.96,11.16,2.55,"4 km W of Fuig, Puerto Rico"
2022-06-13T16:29:19.800Z,17.94,-66.96,14.1,2.55,"6 km WSW of Guánica, Puerto Rico"
2022-06-13T16:19:00.890Z,-29.47,-177.2,30.35,4.5,"Kermadec Islands, New Zealand"
2022-06-13T16:15:25.921Z,50.16,-179.25,10.0,2.6,"264 km SW of Adak, Alaska"
2022-06-13T15:44:41.452Z,22.99,94.53,100.41,4.3,"72 km S of Mawlaik, Myanmar"
2022-06-13T15:20:42.870Z,56.93,-33.96,10.0,4.3,Reykjanes Ridge
2022-06-13T15:11:56.380Z,19.17,-155.5,34.45,2.82,"4 km SSW of P?hala, Hawaii"
2022-06-13T15:08:27.135Z,1.47,128.42,46.04,4.5,"53 km ESE of Tobelo, Indonesia"
2022-06-13T15:06:54.108Z,37.83,75.2,61.33,4.3,"114 km ESE of Murghob, Tajikistan"
2022-06-13T14:58:00.479Z,53.57,-162.78,10.0,2.8,south of Alaska
2022-06-13T14:53:47.962Z,29.28,-97.44,3.84,2.5,"18 km E of Smiley, Texas"
2022-06-13T14:47:02.379Z,-6.2,130.59,130.93,4.7,"248 km WSW of Tual, Indonesia"
2022-06-13T14:08:18.044Z,39.05,144.56,10.0,4.3,"230 km ESE of Yamada, Japan"
2022-06-13T13:13:28.720Z,18.43,-65.11,16.43,3.09,"21 km WNW of Charlotte Amalie, U.S. Virgin Islands"
2022-06-13T12:43:09.520Z,51.52,179.65,64.15,2.8,"260 km W of Adak, Alaska"
2022-06-13T12:38:53.438Z,-11.49,166.36,11.2,4.2,"105 km SE of Lata, Solomon Islands"
2022-06-13T11:18:34.151Z,24.2,123.77,16.68,4.6,"southwestern Ryukyu Islands, Japan"
2022-06-13T11:09:04.500Z,36.85,-97.79,7.95,3.14,"6 km NW of Medford, Oklahoma"
2022-06-13T10:23:06.550Z,36.41,-120.99,10.98,2.87,"19km SE of Pinnacles, CA"
2022-06-13T10:22:40.801Z,51.39,179.5,67.92,2.9,"273 km WSW of Adak, Alaska"
2022-06-13T09:45:10.910Z,33.5,-116.46,5.64,2.55,"20km ESE of Anza, CA"
2022-06-13T09:40:43.530Z,38.95,-123.0,6.06,3.01,"13km SW of Lakeport, CA"
2022-06-13T09:23:03.942Z,51.4,-177.2,43.52,2.7,"66 km SW of Adak, Alaska"
2022-06-13T09:20:54.684Z,51.23,-178.33,35.47,3.4,"137 km WSW of Adak, Alaska"
2022-06-13T08:44:14.740Z,18.65,-66.48,63.27,2.79,"20 km N of Tierras Nuevas Poniente, Puerto Rico"
2022-06-13T08:32:21.897Z,51.44,-171.41,10.0,3.0,"210 km ESE of Atka, Alaska"
2022-06-13T07:54:27.130Z,-20.45,-69.24,94.65,4.0,"98 km ESE of Iquique, Chile"
2022-06-13T07:04:17.685Z,-46.68,-10.68,10.0,4.9,southern Mid-Atlantic Ridge
2022-06-13T06:44:58.465Z,0.23,-17.06,10.0,4.6,north of Ascension Island
2022-06-13T05:34:35.715Z,36.44,70.77,207.83,4.3,"47 km S of Jurm, Afghanistan"
2022-06-13T05:26:31.815Z,-5.52,149.98,150.85,4.0,"17 km WNW of Kimbe, Papua New Guinea"
2022-06-13T05:25:52.911Z,-22.85,-174.26,10.0,5.0,"183 km SSE of ‘Ohonua, Tonga"
2022-06-13T05:10:22.960Z,18.23,-67.19,105.32,3.03,"5 km S of La Playa, Puerto Rico"
2022-06-13T04:40:41.982Z,58.93,-151.44,46.8,2.6,"52 km SSE of Port Graham, Alaska"
2022-06-13T03:57:22.197Z,58.35,-150.95,9.1,3.3,"102 km ENE of Ouzinkie, Alaska"
2022-06-13T03:10:10.690Z,17.93,-66.77,7.16,2.59,"8 km SSE of Indios, Puerto Rico"
2022-06-13T02:44:06.669Z,31.56,-104.04,7.7,2.8,"35 km NW of Toyah, Texas"
2022-06-13T02:42:16.383Z,-19.23,169.01,55.23,4.3,"44 km NW of Isangel, Vanuatu"
2022-06-13T02:31:47.612Z,-23.5,-179.76,539.96,4.1,south of the Fiji Islands
2022-06-13T01:58:21.261Z,-7.78,-13.62,10.0,4.9,"89 km E of Georgetown, Saint Helena"
2022-06-13T01:56:40.974Z,-18.81,-177.55,611.9,4.1,Fiji region
2022-06-13T01:24:57.607Z,-8.57,122.25,187.43,4.2,"7 km NE of Maumere, Indonesia"
2022-06-13T00:57:42.633Z,37.2,71.33,113.04,4.2,"37 km SSW of Khorugh, Tajikistan"
2022-06-13T00:40:07.478Z,51.58,178.32,101.58,2.7,"Rat Islands, Aleutian Islands, Alaska"
2022-06-13T00:38:00.236Z,38.4,73.28,130.54,4.0,"65 km WNW of Murghob, Tajikistan"
2022-06-13T00:28:22.827Z,51.9,-173.57,134.7,3.0,"54 km SE of Atka, Alaska"
2022-06-13T00:00:17.330Z,17.96,-66.97,13.85,2.55,"6 km WSW of Fuig, Puerto Rico"
2022-06-12T23:30:33.130Z,31.62,-104.5,6.36,2.6,"62 km S of Whites City, New Mexico"
2022-06-12T22:48:16.660Z,32.33,-115.23,27.02,2.73,"5km WSW of Delta, B.C., MX"
2022-06-12T22:46:50.205Z,-7.73,-13.67,10.0,4.9,"84 km ENE of Georgetown, Saint Helena"
2022-06-12T22:44:41.510Z,32.33,-115.24,25.65,3.06,"5km WSW of Delta, B.C., MX"
2022-06-12T22:34:04.175Z,-7.31,120.15,562.2,4.8,"134 km NNE of Labuan Bajo, Indonesia"
2022-06-12T22:31:03.964Z,35.53,84.05,20.52,4.2,Xinjiang-Xizang border region
2022-06-12T22:19:32.530Z,19.19,-155.41,33.3,2.67,"7 km E of P?hala, Hawaii"
2022-06-12T21:59:50.635Z,54.55,162.07,35.0,4.2,"188 km S of Ust’-Kamchatsk Staryy, Russia"
2022-06-12T21:53:04.537Z,-17.4,-174.29,144.44,4.0,"141 km NNW of Neiafu, Tonga"
2022-06-12T21:31:43.298Z,-60.22,-27.95,81.57,4.6,South Sandwich Islands region
2022-06-12T21:16:11.885Z,13.03,-87.28,10.0,3.3,"20 km SW of El Obraje, Honduras"
2022-06-12T21:06:37.761Z,-11.66,116.43,10.0,4.2,"South of Lombok, Indonesia"
2022-06-12T21:05:19.697Z,11.19,-86.79,35.0,4.3,"72 km SSW of Masachapa, Nicaragua"
2022-06-12T20:41:34.723Z,51.21,-178.28,35.0,2.8,"136 km WSW of Adak, Alaska"
2022-06-12T20:09:07.280Z,56.29,162.06,13.35,4.0,"27 km WNW of Ust’-Kamchatsk Staryy, Russia"
2022-06-12T19:49:21.818Z,51.53,-175.23,35.0,3.1,"103 km SW of Atka, Alaska"
2022-06-12T19:20:44.059Z,52.18,-172.41,35.0,3.6,"122 km E of Atka, Alaska"
2022-06-12T18:56:55.191Z,51.71,179.54,89.86,2.8,"264 km W of Adak, Alaska"
2022-06-12T18:44:45.846Z,23.98,-109.01,10.0,4.2,"72 km NE of La Rivera, Mexico"
2022-06-12T18:41:41.942Z,-7.69,-13.69,10.0,4.8,"83 km ENE of Georgetown, Saint Helena"
2022-06-12T18:35:20.871Z,38.74,43.51,10.0,5.2,"28 km NNE of Van, Turkey"
2022-06-12T18:28:44.590Z,36.34,-120.91,6.5,2.7,"23km WSW of New Idria, CA"
2022-06-12T18:16:24.209Z,15.36,141.74,10.0,4.5,West of the Mariana Islands
2022-06-12T18:01:11.125Z,-6.21,103.84,44.66,4.5,"179 km WSW of Bandar Lampung, Indonesia"
2022-06-12T18:00:29.635Z,-17.73,-178.48,563.57,4.2,"236 km E of Levuka, Fiji"
2022-06-12T17:45:26.319Z,5.29,95.59,117.11,4.7,"39 km SE of Banda Aceh, Indonesia"
2022-06-12T16:57:38.593Z,37.26,141.31,49.78,4.4,"36 km SE of Namie, Japan"
2022-06-12T16:55:01.810Z,-7.7,-13.71,10.0,4.6,"81 km ENE of Georgetown, Saint Helena"
2022-06-12T16:53:03.149Z,-5.5,151.79,35.0,4.4,"138 km SSW of Kokopo, Papua New Guinea"
2022-06-12T16:48:45.109Z,53.57,-164.8,35.0,3.1,"89 km SE of Akutan, Alaska"
2022-06-12T16:41:44.436Z,-28.26,-176.48,10.0,4.6,Kermadec Islands region
2022-06-12T16:35:24.655Z,58.23,-156.04,148.1,2.5,"63 km SE of King Salmon, Alaska"
2022-06-12T16:32:20.151Z,-23.48,-66.58,207.14,4.6,"85 km NNW of San Antonio de los Cobres, Argentina"
2022-06-12T16:16:18.184Z,-23.29,171.73,10.0,4.5,southeast of the Loyalty Islands
2022-06-12T15:49:07.165Z,36.26,70.53,93.46,4.2,"69 km ESE of Farkh?r, Afghanistan"
2022-06-12T15:48:27.060Z,17.94,-66.97,14.0,3.59,"7 km WSW of Guánica, Puerto Rico"
2022-06-12T15:15:39.520Z,18.27,-66.42,39.58,2.68,"5 km NW of Orocovis, Puerto Rico"
2022-06-12T15:12:55.463Z,-41.78,84.91,10.0,4.4,southeast Indian Ridge
2022-06-12T14:53:22.240Z,17.98,-66.84,16.01,2.72,"2 km SW of Indios, Puerto Rico"
2022-06-12T14:12:58.716Z,-7.58,-13.68,10.0,4.7,"89 km ENE of Georgetown, Saint Helena"
2022-06-12T13:12:20.450Z,2.56,127.23,69.06,4.6,"126 km NW of Tobelo, Indonesia"
2022-06-12T12:45:50.153Z,37.58,141.81,44.36,4.9,"72 km E of Namie, Japan"
2022-06-12T12:30:48.878Z,51.24,178.59,25.71,2.6,"Rat Islands, Aleutian Islands, Alaska"
2022-06-12T11:44:34.625Z,-7.66,-13.5,10.0,4.9,"104 km ENE of Georgetown, Saint Helena"
2022-06-12T11:41:33.734Z,-16.81,-14.28,10.0,4.5,southern Mid-Atlantic Ridge
2022-06-12T11:23:08.145Z,19.94,121.28,32.59,4.4,"92 km SW of Basco, Philippines"
2022-06-12T11:22:27.455Z,30.89,-103.41,2.79,2.9,"33 km ESE of Balmorhea, Texas"
2022-06-12T11:20:34.196Z,60.15,-152.81,103.1,3.0,"64 km WNW of Happy Valley, Alaska"
2022-06-12T11:15:43.958Z,51.45,-178.15,20.66,2.8,"115 km WSW of Adak, Alaska"
2022-06-12T11:15:17.848Z,31.67,-104.39,7.08,2.9,"56 km S of Whites City, New Mexico"
2022-06-12T10:20:12.721Z,-8.36,117.23,10.0,4.6,"26 km NW of Sumbawa Besar, Indonesia"
2022-06-12T09:52:43.448Z,1.79,127.04,117.41,4.4,"107 km W of Tobelo, Indonesia"
2022-06-12T09:18:42.943Z,-7.7,-13.66,10.0,4.5,"86 km ENE of Georgetown, Saint Helena"
2022-06-12T09:00:17.716Z,4.35,-73.57,50.96,4.4,"9 km N of Restrepo, Colombia"
2022-06-12T08:39:44.701Z,-7.67,-13.64,10.0,4.7,"89 km ENE of Georgetown, Saint Helena"
2022-06-12T08:33:19.989Z,-55.54,-29.95,10.0,5.2,South Sandwich Islands region
